timestamp,model,duration_sec,Accuracy,Balanced Accuracy,Precision Red,Recall Red,F1 Red,Precision Blue,Recall Blue,F1 Blue,ROC AUC,Brier Score,MCC,Kappa,param_metric,param_n_neighbors,param_weights,param_C,param_gamma,param_kernel,param_penalty,param_solver,param_max_depth,param_n_estimators,param_learning_rate,param_var_smoothing,param_reg_param,param_activation,param_alpha,param_batch_size,param_early_stopping,param_hidden_layer_sizes,param_learning_rate_init,param_momentum,param_validation_fraction,param_colsample_bytree,param_subsample,F1 Macro
2025-07-22 23:34:20,Naive Bayes (without odds),2.16,0.5554,0.5631,0.6468,0.5151,0.5735,0.4768,0.6111,0.5357,0.6003,0.2694,0.1249,0.1214,,,,,,,,,,,,1e-08,,,,,,,,,,,,
2025-07-22 23:36:46,Gradient Boosting (without odds),145.82,0.6087,0.5675,0.6232,0.8235,0.7095,0.5607,0.3115,0.4005,0.621,0.2319,0.1576,0.1439,,,,,,,,,3.0,100.0,0.1,,,,,,,,,,,,,
2025-07-22 23:36:59,Extra Trees (without odds),12.87,0.5912,0.5536,0.6155,0.7877,0.691,0.521,0.3194,0.3961,0.5835,0.2423,0.1209,0.1132,,,,,,,,,,100.0,,,,,,,,,,,,,,
2025-07-22 23:37:02,Quadratic Discriminant Analysis (without odds),2.22,0.617,0.5906,0.6454,0.7547,0.6958,0.557,0.4266,0.4831,0.6318,0.233,0.1915,0.1873,,,,,,,,,,,,,0.9,,,,,,,,,,,
2025-07-22 23:47:01,Neural Network (without odds),598.88,0.6278,0.5802,0.6286,0.8766,0.7322,0.6245,0.2837,0.3902,0.6344,0.2291,0.2014,0.1734,,,,,,,,adam,,,adaptive,,,logistic,0.001,32.0,True,"(50, 50)",0.01,0.2,0.2,,,
2025-07-22 23:47:45,XGBoost (without odds),43.79,0.602,0.5703,0.6287,0.7676,0.6912,0.5371,0.373,0.4403,0.5994,0.2414,0.1527,0.1468,,,,,,,,,5.0,150.0,0.1,,,,,,,,,,,0.8,0.8,
2025-07-22 23:52:47,Logistic Regression,37.6,0.6636,0.6459,0.6925,0.7561,0.7229,0.6136,0.5357,0.572,0.7145,0.2138,0.2989,0.297,,,,0.01,,,l1,liblinear,,,,,,,,,,,,,,,,
2025-07-22 23:54:18,Logistic Regression,37.81,0.6636,0.6459,0.6925,0.7561,0.7229,0.6136,0.5357,0.572,0.7145,0.2138,0.2989,0.297,,,,0.01,,,l1,liblinear,,,,,,,,,,,,,,,,
2025-07-22 23:55:45,Logistic Regression,38.42,0.6636,0.6459,0.6925,0.7561,0.7229,0.6136,0.5357,0.572,0.7145,0.2138,0.2989,0.297,,,,0.01,,,l1,liblinear,,,,,,,,,,,,,,,,
2025-07-23 23:48:24,K-Nearest Neighbors,6.7,0.627,0.5998,0.6513,0.769,0.7053,0.5741,0.4306,0.4921,0.6391,0.2334,0.2121,0.2067,euclidean,15.0,distance,,,,,,,,,,,,,,,,,,,,,
2025-07-23 23:53:20,Support Vector Machine,291.67,0.6453,0.6285,0.6804,0.7331,0.7058,0.5867,0.5238,0.5535,0.6943,0.2173,0.262,0.2608,,,,0.01,auto,linear,,,,,,,,,,,,,,,,,,
2025-07-23 23:54:00,Logistic Regression,40.14,0.6428,0.6271,0.6806,0.7245,0.7019,0.5817,0.5298,0.5545,0.6954,0.2169,0.2583,0.2575,,,,0.05,,,l1,liblinear,,,,,,,,,,,,,,,,
2025-07-23 23:54:22,Random Forest,22.51,0.642,0.6176,0.6658,0.769,0.7137,0.5934,0.4663,0.5222,0.6985,0.2162,0.247,0.2425,,,,,,,,,10.0,100.0,,,,,,,,,,,,,,
2025-07-23 23:54:42,AdaBoost,19.7,0.652,0.6361,0.6872,0.7346,0.7101,0.5943,0.5377,0.5646,0.6865,0.2277,0.2769,0.2759,,,,,,,,,,10.0,0.1,,,,,,,,,,,,,
2025-07-23 23:54:44,Naive Bayes,2.17,0.6253,0.6239,0.6945,0.6327,0.6622,0.5477,0.6151,0.5794,0.6558,0.2642,0.245,0.2436,,,,,,,,,,,,1e-08,,,,,,,,,,,,
2025-07-23 23:58:19,Gradient Boosting,214.28,0.6453,0.6233,0.6717,0.7604,0.7133,0.5947,0.4861,0.5349,0.6885,0.2192,0.2563,0.2529,,,,,,,,,3.0,100.0,0.1,,,,,,,,,,,,,
2025-07-23 23:58:32,Extra Trees,13.14,0.6178,0.59,0.6441,0.7633,0.6986,0.56,0.4167,0.4778,0.6441,0.2305,0.1916,0.1865,,,,,,,,,,50.0,,,,,,,,,,,,,,
2025-07-23 23:58:34,Quadratic Discriminant Analysis,2.24,0.6386,0.6255,0.6819,0.7073,0.6944,0.5732,0.5437,0.558,0.6723,0.2388,0.253,0.2528,,,,,,,,,,,,,0.9,,,,,,,,,,,
2025-07-24 00:09:55,Neural Network,680.35,0.6436,0.6141,0.6595,0.7977,0.7221,0.6061,0.4306,0.5035,0.673,0.2251,0.2463,0.2378,,,,,,,,adam,,,adaptive,,,logistic,0.001,64.0,True,"(50, 50)",0.01,0.2,0.2,,,
2025-07-24 00:11:04,XGBoost,69.09,0.652,0.6282,0.6737,0.7762,0.7213,0.608,0.4802,0.5366,0.6923,0.2173,0.2688,0.264,,,,,,,,,3.0,50.0,0.1,,,,,,,,,,,1.0,1.0,
2025-07-24 00:11:11,K-Nearest Neighbors (without odds),6.94,0.552,0.5355,0.6088,0.6385,0.6232,0.4638,0.4325,0.4476,0.5504,0.3065,0.0718,0.0717,euclidean,3.0,distance,,,,,,,,,,,,,,,,,,,,,
2025-07-24 00:16:11,Support Vector Machine (without odds),299.63,0.6145,0.5665,0.6204,0.8651,0.7226,0.5895,0.2679,0.3683,0.6054,0.2351,0.1671,0.1439,,,,2.0,auto,linear,,,,,,,,,,,,,,,,,,
2025-07-24 00:16:56,Logistic Regression (without odds),45.09,0.607,0.5751,0.6319,0.7733,0.6955,0.546,0.377,0.446,0.6172,0.2442,0.1635,0.157,,,,0.0001,,,l2,liblinear,,,,,,,,,,,,,,,,
2025-07-24 00:17:19,Random Forest (without odds),22.85,0.6045,0.5584,0.6161,0.8451,0.7126,0.5592,0.2718,0.3658,0.6086,0.2344,0.1431,0.1258,,,,,,,,,10.0,100.0,,,,,,,,,,,,,,
2025-07-24 00:17:39,AdaBoost (without odds),20.07,0.5887,0.5552,0.6179,0.7633,0.6829,0.5147,0.3472,0.4147,0.5926,0.2384,0.121,0.1157,,,,,,,,,,100.0,1.0,,,,,,,,,,,,,
2025-07-24 00:17:42,Naive Bayes (without odds),2.18,0.5845,0.5758,0.6456,0.6298,0.6376,0.5048,0.5218,0.5132,0.6038,0.275,0.151,0.151,,,,,,,,,,,,1e-08,,,,,,,,,,,,
2025-07-24 00:29:54,K-Nearest Neighbors,6.68,0.6095,0.5811,0.6377,0.7575,0.6925,0.5469,0.4048,0.4652,0.6373,0.2331,0.1731,0.1684,euclidean,15.0,distance,,,,,,,,,,,,,,,,,,,,,
2025-07-24 00:52:45,K-Nearest Neighbors,7.29,0.6145,0.5929,0.65,0.7274,0.6865,0.5487,0.4583,0.4995,0.6221,0.2376,0.1921,0.1901,euclidean,15.0,uniform,,,,,,,,,,,,,,,,,,,,,
2025-07-24 00:53:16,Logistic Regression,23.05,0.6428,0.6274,0.6811,0.7231,0.7015,0.5813,0.5317,0.5554,0.6963,0.2167,0.2586,0.2579,,,,0.05,,,l1,liblinear,,,,,,,,,,,,,,,,
2025-07-24 01:07:03,Logistic Regression,23.2,0.6428,0.6274,0.6811,0.7231,0.7015,0.5813,0.5317,0.5554,0.6963,0.2167,0.2586,0.2579,,,,0.05,,,l1,liblinear,,,,,,,,,,,,,,,,
2025-07-24 01:10:27,K-Nearest Neighbors,6.67,0.6078,0.5849,0.6434,0.7274,0.6828,0.54,0.4425,0.4864,0.6234,0.2377,0.1765,0.1742,euclidean,15.0,distance,,,,,,,,,,,,,,,,,,,,,
2025-07-24 01:13:35,Support Vector Machine,73.64,0.6436,0.6276,0.6805,0.7274,0.7032,0.5833,0.5278,0.5542,0.6976,0.2162,0.2595,0.2586,,,,1.0,auto,linear,,,,,,,,,,,,,,,,,,
2025-07-24 01:13:53,Random Forest,17.6,0.6461,0.6237,0.6717,0.7633,0.7146,0.5966,0.4841,0.5345,0.6876,0.2187,0.2576,0.254,,,,,,,,,10.0,100.0,,,,,,,,,,,,,,
2025-07-24 01:14:09,AdaBoost,16.17,0.652,0.6361,0.6872,0.7346,0.7101,0.5943,0.5377,0.5646,0.6865,0.2277,0.2769,0.2759,,,,,,,,,,10.0,0.1,,,,,,,,,,,,,
2025-07-24 01:14:12,Naive Bayes,2.17,0.607,0.61,0.6878,0.5911,0.6358,0.5266,0.629,0.5732,0.6627,0.2554,0.2172,0.2143,,,,,,,,,,,,1e-08,,,,,,,,,,,,
2025-07-24 01:18:45,Gradient Boosting,273.21,0.6453,0.6233,0.6717,0.7604,0.7133,0.5947,0.4861,0.5349,0.6941,0.2172,0.2563,0.2529,,,,,,,,,3.0,100.0,0.1,,,,,,,,,,,,,
2025-07-24 01:18:58,Extra Trees,12.78,0.6528,0.6261,0.6699,0.792,0.7258,0.6154,0.4603,0.5267,0.6748,0.2224,0.2683,0.2614,,,,,,,,,20.0,100.0,,,,,,,,,,,,,,
2025-07-24 01:19:00,Quadratic Discriminant Analysis,2.23,0.6345,0.6213,0.6787,0.703,0.6906,0.5678,0.5397,0.5534,0.6749,0.2325,0.2446,0.2444,,,,,,,,,,,,,0.9,,,,,,,,,,,
2025-07-24 01:30:03,Neural Network,662.58,0.6411,0.6191,0.6688,0.7561,0.7098,0.5884,0.4821,0.53,0.6922,0.2179,0.2475,0.2443,,,,,,,,adam,,,adaptive,,,logistic,0.001,32.0,True,"(200,)",0.01,0.2,0.2,,,
2025-07-24 01:30:50,XGBoost,47.03,0.6436,0.6218,0.6709,0.7575,0.7116,0.5918,0.4861,0.5338,0.6957,0.2169,0.253,0.2498,,,,,,,,,3.0,50.0,0.1,,,,,,,,,,,1.0,0.8,
2025-07-24 01:30:57,K-Nearest Neighbors (without odds),6.72,0.5462,0.5167,0.5922,0.7001,0.6417,0.4456,0.3333,0.3814,0.5588,0.2532,0.0356,0.0347,euclidean,12.0,distance,,,,,,,,,,,,,,,,,,,,,
2025-07-24 01:32:09,Support Vector Machine (without odds),72.12,0.6103,0.5618,0.6174,0.8637,0.7201,0.5796,0.2599,0.3589,0.6062,0.2347,0.1561,0.1338,,,,1.0,auto,linear,,,,,,,,,,,,,,,,,,
2025-07-24 01:32:34,Logistic Regression (without odds),24.45,0.6211,0.5849,0.6363,0.8106,0.7129,0.5783,0.3591,0.4431,0.6106,0.2349,0.1908,0.1791,,,,0.01,,,l2,liblinear,,,,,,,,,,,,,,,,
2025-07-24 01:32:51,Random Forest (without odds),17.47,0.5953,0.5593,0.6198,0.7834,0.692,0.5281,0.3353,0.4102,0.5974,0.2389,0.1325,0.125,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,
2025-07-24 01:33:07,AdaBoost (without odds),15.98,0.5878,0.5537,0.6166,0.7661,0.6833,0.5134,0.3413,0.41,0.592,0.2382,0.1182,0.1126,,,,,,,,,,100.0,1.0,,,,,,,,,,,,,
2025-07-24 01:33:10,Naive Bayes (without odds),2.16,0.5729,0.5773,0.6581,0.5495,0.5989,0.4927,0.6052,0.5432,0.6017,0.2662,0.1527,0.1499,,,,,,,,,,,,1e-08,,,,,,,,,,,,
2025-07-24 01:37:25,Gradient Boosting (without odds),254.73,0.6078,0.5748,0.6311,0.7805,0.6979,0.5487,0.369,0.4413,0.5912,0.2438,0.164,0.1566,,,,,,,,,5.0,100.0,0.1,,,,,,,,,,,,,
2025-07-24 01:37:38,Extra Trees (without odds),12.9,0.5912,0.5525,0.6144,0.7934,0.6925,0.5216,0.3115,0.3901,0.5842,0.2417,0.1195,0.1111,,,,,,,,,,100.0,,,,,,,,,,,,,,
2025-07-24 01:37:40,Quadratic Discriminant Analysis (without odds),2.22,0.5945,0.5729,0.6353,0.7073,0.6694,0.52,0.4385,0.4758,0.6101,0.2429,0.1505,0.149,,,,,,,,,,,,,0.9,,,,,,,,,,,
2025-07-24 01:48:12,Neural Network (without odds),631.89,0.6153,0.582,0.6358,0.7891,0.7042,0.5625,0.375,0.45,0.6131,0.2346,0.1804,0.172,,,,,,,,adam,,,adaptive,,,logistic,0.01,32.0,True,"(200,)",0.01,0.2,0.2,,,
2025-07-24 01:49:08,XGBoost (without odds),55.6,0.6003,0.5661,0.6249,0.7791,0.6935,0.5361,0.3532,0.4258,0.5915,0.2404,0.1459,0.1388,,,,,,,,,5.0,50.0,0.1,,,,,,,,,,,0.8,0.8,
2025-07-24 22:26:33,Logistic Regression,22.57,0.6428,0.6274,0.6811,0.7231,0.7015,0.5813,0.5317,0.5554,0.6963,0.2167,0.2586,0.2579,,,,0.05,,,l1,liblinear,,,,,,,,,,,,,,,,
2025-07-24 23:09:25,Logistic Regression,28.47,0.6636,0.6459,0.6925,0.7561,0.7229,0.6136,0.5357,0.572,0.7145,0.2138,0.2989,0.297,,,,0.01,,,l1,liblinear,,,,,,,,,,,,,,,,0.6475
2025-07-24 23:21:53,Random Forest,17.2,0.6669,0.643,0.684,0.792,0.734,0.632,0.494,0.5546,0.7062,0.2142,0.3006,0.2949,,,,,,,,,10.0,50.0,,,,,,,,,,,,,,0.6443
2025-07-24 23:22:40,AdaBoost,16.57,0.6553,0.6258,0.6675,0.8092,0.7315,0.6264,0.4425,0.5186,0.7007,0.2173,0.2719,0.2623,,,,,,,,,,100.0,0.01,,,,,,,,,,,,,0.6251
2025-07-24 23:22:42,Naive Bayes,2.17,0.617,0.6219,0.7019,0.5911,0.6417,0.5358,0.6528,0.5886,0.6618,0.2568,0.2408,0.2367,,,,,,,,,,,,1e-05,,,,,,,,,,,,0.6151
2025-07-24 23:27:12,Gradient Boosting,270.35,0.6611,0.6396,0.684,0.7733,0.7259,0.6174,0.506,0.5562,0.7023,0.214,0.2901,0.2864,,,,,,,,,3.0,100.0,0.1,,,,,,,,,,,,,0.641
2025-07-24 23:27:25,Extra Trees,12.87,0.637,0.6087,0.6567,0.7848,0.715,0.5924,0.4325,0.5,0.6575,0.2259,0.2327,0.2258,,,,,,,,,,100.0,,,,,,,,,,,,,,0.6075
2025-07-24 23:27:28,Quadratic Discriminant Analysis,2.34,0.657,0.641,0.6908,0.7403,0.7147,0.6013,0.5417,0.5699,0.6959,0.2208,0.287,0.2859,,,,,,,,,,,,,0.9,,,,,,,,,,,0.6423
2025-07-24 23:38:10,Neural Network,641.79,0.6536,0.6433,0.6993,0.7073,0.7033,0.5887,0.5794,0.584,0.6968,0.2172,0.2873,0.2873,,,,,,,,adam,,,adaptive,,,logistic,0.001,32.0,True,"(50, 50)",0.01,0.2,0.2,,,0.6436
2025-07-24 23:39:02,XGBoost,52.76,0.6578,0.6332,0.6765,0.7862,0.7273,0.6189,0.4802,0.5408,0.7068,0.2122,0.2806,0.2749,,,,,,,,,3.0,50.0,0.1,,,,,,,,,,,0.8,1.0,0.634
2025-07-24 23:39:09,K-Nearest Neighbors (without odds),6.27,0.5254,0.5101,0.5886,0.6055,0.5969,0.4318,0.4147,0.4231,0.5058,0.3295,0.0203,0.0202,manhattan,3.0,distance,,,,,,,,,,,,,,,,,,,,,0.51
2025-07-24 23:40:21,Support Vector Machine (without odds),72.11,0.6278,0.5761,0.6248,0.8981,0.7369,0.6432,0.254,0.3642,0.6276,0.23,0.2019,0.166,,,,1.0,auto,linear,,,,,,,,,,,,,,,,,,0.5505
2025-07-24 23:40:51,Logistic Regression (without odds),29.11,0.6278,0.589,0.6377,0.8307,0.7215,0.5973,0.3472,0.4391,0.6291,0.2297,0.2045,0.1889,,,,10.0,,,l2,liblinear,,,,,,,,,,,,,,,,0.5803
2025-07-24 23:41:08,Random Forest (without odds),17.64,0.5828,0.545,0.6099,0.7805,0.6847,0.5049,0.3095,0.3838,0.5824,0.2412,0.1016,0.0951,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,0.5342
2025-07-24 23:41:24,AdaBoost (without odds),16.0,0.607,0.5677,0.624,0.8121,0.7057,0.5544,0.3234,0.4085,0.6158,0.2348,0.1555,0.1438,,,,,,,,,,100.0,1.0,,,,,,,,,,,,,0.5571
2025-07-24 23:41:27,Naive Bayes (without odds),2.16,0.5554,0.5631,0.6468,0.5151,0.5735,0.4768,0.6111,0.5357,0.6003,0.2694,0.1249,0.1214,,,,,,,,,,,,1e-08,,,,,,,,,,,,0.5546
2025-07-24 23:45:41,Gradient Boosting (without odds),253.99,0.607,0.573,0.6295,0.7848,0.6986,0.5482,0.3611,0.4354,0.6098,0.2369,0.161,0.1531,,,,,,,,,5.0,100.0,0.1,,,,,,,,,,,,,0.567
2025-07-24 23:45:54,Extra Trees (without odds),12.87,0.5853,0.5494,0.6132,0.7733,0.684,0.5093,0.3254,0.3971,0.5851,0.2414,0.11,0.1039,,,,,,,,,,100.0,,,,,,,,,,,,,,0.5406
2025-07-24 23:45:56,Quadratic Discriminant Analysis (without odds),2.27,0.617,0.5906,0.6454,0.7547,0.6958,0.557,0.4266,0.4831,0.6318,0.233,0.1915,0.1873,,,,,,,,,,,,,0.9,,,,,,,,,,,0.5895
2025-07-24 23:56:10,Neural Network (without odds),614.01,0.6278,0.5802,0.6286,0.8766,0.7322,0.6245,0.2837,0.3902,0.6344,0.2291,0.2014,0.1734,,,,,,,,adam,,,adaptive,,,logistic,0.001,32.0,True,"(50, 50)",0.01,0.2,0.2,,,0.5612
2025-07-24 23:57:02,XGBoost (without odds),51.15,0.602,0.5703,0.6287,0.7676,0.6912,0.5371,0.373,0.4403,0.5994,0.2414,0.1527,0.1468,,,,,,,,,5.0,150.0,0.1,,,,,,,,,,,0.8,0.8,0.5657
2025-07-24 23:58:41,K-Nearest Neighbors,6.12,0.5945,0.5688,0.6303,0.7288,0.676,0.5215,0.4087,0.4583,0.6121,0.2415,0.1445,0.1418,manhattan,12.0,distance,,,,,,,,,,,,,,,,,,,,,0.5671
